id	class_features_id	name	level	description
126	12	Recalibrate Engine (Ex)	2	<p>As a full action, you can spend 1 Resolve Point to modify a touched vehicle&rsquo;s engine with your custom rig to get a little more or less power out of it for 1 minute per mechanic level or until you undo it as a full action. The vehicle gains a +10 foot enhancement bonus to its speed and a +50 feet (+5 mph) enhancement bonus to its full speed (to a maximum of double) and its Piloting modifier is reduced by 2. You can also penalize its speed to increase its piloting modifier.<br />Additionally, when filling the engineer role during starship combat you use the recalibrate engine ability in place of any other engineering action. The ship gains a +2 enhancement bonus to its speed for 1 turn, and the Piloting check made in the Helm phase to determine the order of movement of starships gains a +2 enhancement bonus, but all other Piloting checks made that turn take a &ndash;5 penalty.</p>
127	12	Repair Drone (Ex)	2	<p>When you spend 10 minutes to repair your drone, you repair 25% of its maximum Hit Points instead of 10%. You must have a drone to learn this trick.</p>
128	12	Tech Tinkerer (Ex)	2	<p>You know how to modify the functions of UPBs to radically alter how items work. With 10 minutes of work, you can modify a technological item so that it temporarily functions as any other lower-level technological item of the same or lower bulk (losing its original function while in this new form). The item must have an item level and bulk no greater than half your mechanic level. If the new item requires a battery that has more charges than the original device&rsquo;s battery (or another source of power or fuel not present in the original item), you must also provide the appropriate battery or power source. Any charges or similar expenditure from the new item come from the original item (if possible) or the new power source you install (if one was required). The new item retains the original item&rsquo;s bulk. Any damage dealt to the new item is retained when it returns to its original form. If the item is broken or destroyed in its modified form, it remains broken or destroyed when it returns to its original form and must be repaired or replaced normally.<br />This change lasts for 10 minutes per mechanic level or until you undo it with 10 minutes of work. You cannot modify or produce armor, augmentations, hybrid or magic items, items with limited uses or charges (such as batteries, drugs, or fuel), or weapons, although you can produce an item that uses charges from a battery or fuel if there is a separate battery or power source to power it. At 5th level, you can spend 1 Resolve Point to use this ability to modify an item whose level is equal to your mechanic level, giving it the function of a lower-level item.</p>
129	12	Technological Medic (Ex)	2	<p>You can use your knowledge of machines and technology to repair androids and robots. Whenever you attempt a Medicine check to assist an android, SRO, or other creature with the constructed racial trait or construct (technological) subtype, you can use your Engineering skill instead of Medicine to achieve the same results (Starfinder Core Rulebook 143). Your custom rig acts as a medkit for this purpose (or an advanced medkit, if you are 5th level or higher).</p>
130	12	Visual Data Processor (Ex)	2	<p>You notice even the smallest shifts in movement, temperature, and vibration, gaining the insight bonus from your bypass class feature to Perception skill checks.</p>
131	12	Bolster Armor (Ex)	8	<p>As a standard action, you can use your custom rig to modify a touched suit of light armor, heavy armor, or powered armor, granting it a number of temporary Hit Points equal to half your mechanic level. Any damage to the armor or its wearer is subtracted from these temporary Hit Points first. These temporary Hit Points last 1 minute or until reduced to 0. Once you use this ability, you can&rsquo;t do so again unless you expend a Resolve Point to regain Stamina Points following a 10-minute rest.<br />Additionally, when acting in the engineer role during starship combat, instead of taking any other action, you can spend 1 Resolve Point to modify a single quadrant of your starship. You bolster that section of the ship&rsquo;s armor or defensive countermeasures, increasing the ship&rsquo;s Armor Class or Target Lock (respectively) in that quadrant by 2 for a number of rounds equal to your mechanic level; alternatively, you can restore a number of Shield Points in that quadrant equal to your mechanic level.</p>
132	12	Boost Shield (Ex)	8	<p>Your energy shield grants you a number of temporary Hit Points equal to your Intelligence modifier + double your mechanic level. In addition, if you have already used your shield, you can spend 1 Resolve Point to use it again without having to regain Stamina Points first. This replenishes your shield&rsquo;s temporary Hit Points to full. You must have the energy shield mechanic trick to learn this trick.</p>
133	12	Drone Meld (Ex)	8	<p>As a full action while in contact with your drone, you can reconfigure it into a mechanical drone suit (or a backpack-like apparatus, for the Tiny hover drone) that you can wear. While in this form, the drone can&rsquo;t take any actions or use any of its abilities, but you gain either the drone&rsquo;s flight system mods if you have a hover drone, reactive camouflage (and an invisibility field if your drone has it) if you have a stealth drone, or reductive plating if you have a combat drone. You can end the meld and return the drone to its normal form as a full action. Though it normally acts on your turn just after you, the drone can take no actions on that turn other than transforming back.</p>
134	12	Engineer’s Eye (Ex)	8	<p>When you are within 10 feet of a trapped or malfunctioning machine or computer, you receive a free Computers, Engineering, or Perception check (as decided by the GM) to notice the trap or defect, whether or not you are actively looking. In addition, due to your intimate knowledge of your ship, you receive one of these checks whenever you board your ship to notice if anything is wrong with the ship&rsquo;s systems.</p>
135	12	Ghost Intrusion (Ex)	8	<p>Whenever you use the Computers skill to access a system and you fail to overcome its defenses by 4 or less, you do not trigger any countermeasures and there is no log of your attempt. If you fail by 5 or more, any countermeasures take effect against you as normal.</p>
136	12	Holographic Projector (Ex)	8	<p>Your custom rig can project holographic images as a standard action as often as you like, as per 2nd-level holographic image except it can create speech and has a range of only 120 feet.</p>
137	12	Hyperclocking (Ex)	8	<p>You further improve the response time of your AI. If you have a drone, your drone gains a +1 insight bonus to AC. In addition, if your drone is subjected to an attack that normally allows a Reflex save for half damage, it takes no damage if it succeeds at its saving throw. If you have an exocortex, you gain a +1 insight bonus to AC. In addition, whenever you fail a Reflex saving throw, you can spend 1 Resolve Point to reroll the saving throw (see page 243) and take the higher result. You must have the overclocking mechanic trick to learn this trick.</p>
138	12	Implant Glitch (Ex)	8	<p>When you successfully hack into a creature&rsquo;s cybernetics using implant ghost, you can instead choose for your exocortex to broadcast garbage signals to the chosen implant, inflicting deleterious effects, depending on the system in which the implant is installed. If the implant is installed in an arm, hand, or brain, the target takes a &ndash;2 penalty to attack rolls. If the implant is installed in the ears or eyes, the target takes a &ndash;4 penalty to Perception checks. If the implant is installed in a foot or leg, the target takes a &ndash;2 penalty to Reflex saves, and if the implant is installed in any other system, the target takes a &ndash;2 penalty to Fortitude saves. A different penalty can be imparted at the GM&rsquo;s discretion. Once established, this link lasts 1 round for every mechanic level you has, unless the target moves more than 100 feet from you, you fall unconscious, or you choose to end it (this takes no action). You must have an exocortex and the implant ghost mechanic trick to learn this trick.</p>
139	12	Improved Overcharge (Ex)	8	<p>The additional damage of the overcharge mechanic trick increases to 2d6. You must have the overcharge mechanic trick to learn this trick.</p>
140	12	Invisibility Bypass Processor (Ex)	8	<p>Your visual data processor now allows you to see invisible creatures as per see invisibility. You must have the visual data processor mechanic trick to learn this trick.</p>
141	12	Mobile Armory (Ex)	8	<p>You can modify a weapon or armor upgrade (either of which must not be archaic or analog) with the tech tinkerer mechanic trick. You can turn a weapon into another weapon or an armor upgrade into another armor upgrade, or turn either a weapon or an armor upgrade into a technological item. If you turn a weapon into another weapon that uses a different type of ammunition, you must provide that ammunition separately. You must have the tech tinkerer mechanic trick to learn this trick.</p>
142	12	Recalibrate Weapon (Ex)	8	<p>As a standard action, you can use your custom rig to modify a touched ranged small arm, longarm, or heavy weapon. You can increase its range increment by 20 feet (or double, whichever is less), but doing so reduces the weapon&rsquo;s damage dice by 1 when wielded by anyone other than you (for example, a weapon that would normally deal 3d8 damage deals 2d8 damage instead; a weapon reduced to 0 dice does 1 damage) or reduce its save DC by 2 for weapons that don&rsquo;t use damage dice. You can instead reduce the range increment of such a weapon with a range increment of at least 40 feet to one-quarter its normal range and either increase its damage by 1d6 of its usual type or increase its save DC by 1 (for weapons that do not use damage dice). The item must be unattended or held by a willing creature. This change lasts for 1 minute per mechanic level or until you reverse the effect with a move action.<br />Additionally, when filling the engineer role during starship combat, instead of taking any other action you can spend 1 Resolve Point to modify a single non-capital weapon. You either extend or shorten the weapon&rsquo;s range by one step; doing so reduces its damage dice by 1 (such as 4d4 to 3d4, with weapons reduced to 0 dice doing 1 damage) or increases its damage by 1d6, respectively. You can&rsquo;t reduce a weapon&rsquo;s range below short or extend it beyond long. Any change lasts for 1 round per mechanic level or until you undo the recalibration as a push engineer action.</p>
143	12	Resistant Energy (Ex)	8	<p>Even when your energy shield is inactive, the ambient energy protects you from a particular type of energy attack. Choose acid, cold, electricity, fire, or sonic. You gain resistance 5 against that energy type. You must have the energy shield mechanic trick to learn this trick.</p>
144	12	Scoutbot (Ex)	8	<p>You&rsquo;re always crafting rudimentary bots in your spare time, and can use them to scout. It takes you 10 minutes and 1 Resolve Point to create a scoutbot. A scoutbot is a Small technological construct, its EAC and KAC are equal to 10 + your mechanic level, and it has 1 Hit Point per mechanic level you have (and no Stamina Points). It has a land speed of 30 feet, and you can control its movements with your custom rig as a move action. It has a camera that streams visual and auditory data back to your rig. The scoutbot uses your saving throw bonuses if necessary. It is untrained in all skills and has a +0 bonus in all of them, though you can use your own Perception skill when examining the feed from its stream. Once created, the scoutbot lasts for 1 minute per mechanic level you have before falling apart unless otherwise destroyed.</p>
145	12	Shocking Overload (Ex)	8	<p>You can use your overload or override class feature to damage a creature. When you successfully use overload to cause a short in an electronic device in someone&rsquo;s possession and the item&rsquo;s owner fails their Reflex saving throw, that creature takes electricity damage as a result of the power surge. This surge deals 1d6 electricity damage per 4 levels of mechanic you have. When you use your override class feature to affect an android, drone, robot, or other creature with the technological subtype, that creature takes 1d6 electrical damage per 2 levels of mechanic you have and can attempt a Reflex saving throw (DC = 10 + half your mechanic level + your Intelligence modifier) to negate this damage.</p>
146	12	Technological Innovator (Ex)	8	<p>Choose two mechanic tricks you meet the prerequisites for but don&rsquo;t have. Once per day as a move action, you can gain one of these tricks for 10 minutes. Each time you gain a mechanic level, you can replace one of these mechanic tricks with another that you meet the prerequisites for but don&rsquo;t have.</p>
147	12	Extra Mod (Ex)	14	<p>If you have a drone, your drone gains an additional basic mod. If you have an exocortex, you gain an additional basic mod. It can&rsquo;t be a basic mod taken a second time as an advanced mod. You can rebuild this extra mod when you gain a mechanic level as with any other mod, but you can&rsquo;t rebuild this mod to convert it into the advanced version of the mod.</p>
148	12	Improved Resistant Energy (Ex)	14	<p>Choose an additional energy type from resistant energy. You gain resistance 15 against both this and your original energy type. You must have the energy shield and resistant energy mechanic tricks to learn this trick.</p>
149	12	Inventive Engineer (Ex)	14	<p>You are adept at recalibrating and enhancing a starship&rsquo;s systems. When acting in the engineer or chief mate (see pages 146&ndash;148) roles during starship combat, instead of taking any other action, you can spend 1 Resolve Point to temporarily boost your starship&rsquo;s capabilities. Choose one of the following options. Any change lasts for 1 turn of starship combat per mechanic level. A ship can benefit from only one of these options at a time; if it gains another of these benefits from any source, any previous inventive engineer benefit ends.<br /><strong>Amplify Shields:</strong>&nbsp;You double the regeneration speed of your ship&rsquo;s shields.<br /><strong>Angle Shields:</strong>&nbsp;Select one weapon arc of your starship. Any attack made against you from a starship in that arc takes a &ndash;1 penalty to the attack roll.<br /><strong>Countermeasures:</strong>&nbsp;Your starship&rsquo;s TL increased by 1.<br /><strong>Low Power Mode:</strong>&nbsp;You reduce the PCU cost of a specific system by 10 (minimum 5 PCU).<br /><strong>Speed Boost:</strong>&nbsp;You increase your ship&rsquo;s speed by 2 hexes.</p>
150	12	Invisibility-Hampering Projector (Ex)	14	<p>As a move action, you can use your custom rig&rsquo;s holographic projector to project a holographic image in a direct overlay over an invisible creature within 120 feet, and your custom rig&rsquo;s computer moves the image to follow the invisible creature, effectively negating the creature&rsquo;s invisibility as long as it remains within 120 feet of you. If it moves beyond that range, it breaks the effect until you use this ability again. You must have the holographic projector, invisibility bypass processor, and visual data processor mechanic tricks to learn this trick.</p>
151	12	Melded Mod (Ex)	14	<p>When you use your drone meld trick, your drone retains access to one of its basic mods. If the mod grants the drone abilities, attacks, or senses, you can use that ability, attack, or sense. If the mod lets the drone take an action without you commanding it to (such as the medical subroutine mod), the drone can end the drone meld and perform that action if the circumstances that would normally cause it to do so are fulfilled. If the mod requires equipment or tools that are not granted as part of the mod, you must have the appropriate equipment or tolls, separate from your drone, to use the mod. You can&rsquo;t choose a mod that requires another mod. You must have the drone meld mechanic trick to learn this trick.</p>
152	12	Mod Tinkerer (Ex)	14	<p>You can spend 24 hours of uninterrupted work to exchange all your drone or exocortex mods at any time, even if you haven&rsquo;t gained a level. Any other drone features (such as its chassis or bonus feats) can still be exchanged only when you gain a level.</p>
153	12	Prototype Tinkerer (Ex)	14	<p>You can spend 8 hours of uninterrupted work to rebuild your experimental prototype at any time, even if you haven&rsquo;t gained a level. You may do this even if it is broken or destroyed, and can even rebuild it from scratch if you have appropriate spare parts or scrap. This allows you to exchange any customizations you have selected. You must have an experimental prototype to learn this trick.</p>
154	12	Saboteur (Ex)	14	<p>Whenever you use the Engineering skill to sabotage or disable a device, you can roll twice and take the better result. In addition, if you have the appropriate tools (including your custom rig), performing these tasks takes half the normal amount of time, to a minimum of 1 move action.</p>
155	12	Scoutbod Mod (Ex)	14	<p>Whenever you create a scoutbot, you can give it one basic drone mod. You must have the scoutbot mechanic trick to learn this trick.</p>
156	12	Superior Overcharge (Ex)	14	<p>The additional damage of the overcharge mechanic trick increases to 4d6. You must have the overcharge and improved overcharge mechanic tricks to learn this trick. You can select this trick multiple times. Each time you do after the first, increase the damage by 1d6 (to a maximum of 7d6 if you select it all four times).</p>
157	12	Superior Science Officer (Ex)	14	<p>You excel at operating starship computer systems, and you can exploit your ship&rsquo;s programming in ways others can&rsquo;t. When acting in the science officer role during starship combat, instead of taking any other action, you can spend 1 Resolve Point to temporarily enhance your starship&rsquo;s computer. Any change lasts for 1 round per mechanic level. A ship can benefit from only one of these options at a time; if it gains another of these benefits from any source, any previous superior science officer option ends.<br /><strong>Improved Sensors:</strong>&nbsp;Your scan actions reveal an additional piece of information about the starship being scanned. For instance, if your Computers skill check to scan a starship succeeds by 5 or more, you learn two pieces of information instead of one.<br /><strong>Targeted Sensors:</strong>&nbsp;When you perform a scan action, you can choose which information category to learn information about, regardless of the normal order of information you would learn (Starfinder Core Rulebook 325).<br /><strong>Upgrade Node:</strong>&nbsp;You divert additional power to your starship&rsquo;s computer, granting the computer&rsquo;s bonus to one additional starship combat check per round.</p>
158	12	Ultraclocking (Ex)	14	<p>If you have a drone, you can grant the effects of haste to your drone for 1 minute as a move action. If you have an exocortex, you can gain the effects of haste for 1 minute as a move action. Once you or your drone has used this ability, you cannot use it again until you spend 1 Resolve Point to regain Stamina Points from a 10-minute rest. You must have the overclocking and hyperclocking mechanic tricks to learn this trick.</p>
159	26	Akashic	1	<p>You&rsquo;re linked to the collective knowledge of every sentient species that ever lived that&rsquo;s held in the Akashic Record, an Astral library of perfect psychic records of every moment in history. You might be an ancient lorekeeper, an inquisitive student of the occult, an intuitive consulting detective, or a secret-hoarding spy.</p><p><strong>Associated Deities:</strong>&nbsp;Eloritu, Nyarlathotep, Pharasma, Talavet, Triune, Weydan, Yaraesa<br /><strong>Associated Skills:</strong>&nbsp;Culture and Mysticism<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Identify">identify</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Augury">augury</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Tongues">tongues</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Divination">divination</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=ContactOtherPlane">contact other plane</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Vision">vision</a></em></p>
160	26	Crusader	1	<p>You serve a good-aligned deity, or you feel a connection to the ideals of justice, mercy, and righteousness. You are dedicated to defending the weak, and destroying evil and tyranny. This connection can be taken only by characters of good alignment.</p><p><strong>Associated Deities:</strong>&nbsp;Iomedae, Sarenrae<br /><strong>Associated Skills:</strong>&nbsp;Diplomacy and Mysticism<br /><strong>Spells:</strong>&nbsp;1st&mdash;<a href="https://thehiddentruth.info/player/spells/?page=ReflectingArmor"><em>reflecting armor</em></a>, 2nd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=ShieldOther"><em>shield other</em></a>, 3rd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Haste"><em>haste</em></a>, 4th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=DeathWard"><em>death ward</em></a>, 5th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=ResistantAegis"><em>resistant aegis</em></a>, 6th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=ResistantArmorGreater"><em>greater resistant armor</em></a></p>
161	26	Devastator	1	<p>You have embraced a nihilistic view that values nothing and thus sees only nothingness as having value. You are devoted to destroying the existence of all structure and form, from individual lives to the fabric of societies and even reality itself. You&rsquo;re focused on annihilation through any means, and you draw power from the dissolution of lives.</p><p><strong>Associated Deities:</strong>&nbsp;Azathoth, Damoritosh, The Devourer, Groetus, Lamashtu<br /><strong>Associated Skills:</strong>&nbsp;Intimidate and Perception<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Carnivorous">carnivorous</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=CausticConversion">caustic conversion</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=ViralDestruction">viral destruction</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Enervation">enervation</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=CrushSkull">crush skull</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=GravitationalSingularity">gravitational singularity</a></em></p>
162	26	Empath	1	<p>Your connection helps you sense emotions and notice details others can&rsquo;t. You might be a diplomat, an investigator, a mind-reading bodyguard, a ship&rsquo;s psychologist, or a psychic con artist.</p><p><strong>Associated Deities:</strong>&nbsp;Abadar, Hylax, Iomedae, Sarenrae, Talavet, Triune (Casandalee)<br /><strong>Associated Skills:</strong>&nbsp;Perception and Sense Motive<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=DetectThoughts">detect thoughts</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=ZoneofTruth">zone of truth</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Clairaudience/Clairvoyance">clairaudience/clairvoyance</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=MindProbe">mind probe</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Telepathy">telepathy</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=TrueSeeing">true seeing</a></em></p>
163	26	Flamewalker	1	<p>From an early age, you&rsquo;ve had an innate bond with fire. The raging inferno has always been with you, whether you&rsquo;ve come to find peace and solace by staring into a flickering flame, brought fire to those in need of heat, or immolated your foes with unrestrained flames. By focusing your bond with fire, you can cause flames to do your bidding, and at more powerful stages of your advancement, you can even breach the veil to contact or even pass into the Plane of Fire itself, stepping through a portal wreathed in flickering flames.</p><p><strong>Associated Deities:</strong>&nbsp;Angradd, the Devourer, Feronia, Sarenrae, Ymeri<br /><strong>Associated Skills:</strong>&nbsp;Acrobatics and Intimidate<br /><strong>Spells:</strong>&nbsp;1st&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Overheat"><em>overheat</em></a>, 2nd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Emberstep"><em>emberstep</em></a>, 3rd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=BurningAshCloud"><em>burning ash cloud</em></a>, 4th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=WallofFire"><em>wall of fire</em></a>, 5th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=ContactOtherPlane"><em>contact other plane</em></a>, 6th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=PlaneShift"><em>plane shift</em></a></p>
164	26	Geneturge	1	<p>You are connected to the very building blocks of life, adept at altering your DNA code and that of others. You may see augmentation as a natural part of evolution, or the ultimate form of self-improvement that drives life towards enlightenment, or even a perversion of the natural order undertaken to venerate dread gods. With your enhanced understanding of biotech, you might be a famous self-help expert, a sinister fleshwarper, or an adaptable xenoseeker surveying mysterious planets in the Vast.</p><p><strong>Associated Deities:</strong>&nbsp;Eloritu, Oras, Triune (Casandalee), Yaraesa<br /><strong>Associated Skills:</strong>&nbsp;Life Science and Medicine<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=DetectAugmentation">detect augmentation</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=SpiderClimb">spider climb</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RemoveAffliction">remove affliction</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RejectAugmentation">reject augmentation</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=ModifyMemory">modify memory</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Regenerate">regenerate</a></em></p>
165	26	Healer	1	<p>Your connection channels the life force of all things&mdash;as well as its counterpart, death. You&rsquo;re an expert healer, but not necessarily a selfless one. You might be a traveling doctor, a haunted medium, a military medic, or a tyrannical necromancer.</p><p><strong>Associated Deities:</strong>&nbsp;Desna, Hylax, Iomedae, Pharasma, Sarenrae, Talavet, Urgathoa, Weydan<br /><strong>Associated Skills:</strong>&nbsp;Medicine and Mysticism<br /><strong>Spells:</strong>&nbsp;1st&mdash;6th&nbsp;<em><a href="https://thehiddentruth.info/player/spells/?page=MysticCure">mystic cure</a></em>; replaced by 1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RemoveConditionLesser">lesser remove condition</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RemoveCondition">remove condition</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RemoveAffliction">remove affliction</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Restoration">restoration</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RemoveConditionGreater">greater remove condition</a></em></p>
166	26	Hive Mind	1	<p>Your mystic connection allows you to form psychic bonds with other creatures, allowing you to shore them up and eventually see what they see, know what they know, and act as one unit. This connection allows creatures with hivemind tendencies to share that strong mental connection with other creatures without overpowering either creature&rsquo;s individuality or free will. Benevolent mystics or those devoted to gods of tradition usually practice this connection, but darker mystics sometimes adopt this connection to guide others into servitude and corruption.</p><p><strong>Associated Deities:</strong>&nbsp;Hylax, Lao Shu Po, Nyarlathotep, Talavet, Triune, Zon-Kuthon<br /><strong>Associated Skills:</strong>&nbsp;Diplomacy and Perception<br /><strong>Spells:</strong>&nbsp;1st&mdash;<a href="https://thehiddentruth.info/player/spells/?page=ShareLanguage"><em>share language</em></a>, 2nd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Status"><em>status</em></a>, 3rd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=CharmMonster"><em>charm monster</em></a>, 4th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Restoration"><em>restoration</em></a>, 5th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=DominatePerson"><em>dominate person</em></a>, 6th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=TelepathicJaunt"><em>telepathic jaunt</em></a></p>
167	26	Melophile	1	<p>You&rsquo;re able to hear the soundless melody that drives all observable astronomical objects in the universe, a resonating delight that brings tears to the eyes of those capable of hearing it. You might be a mathematician, seeking to translate a soundless rhythm to audible harmony, or a traveling minstrel looking to share the socalled Song of the Spheres with any who care to listen.</p><p><strong>Associated Deities:</strong>&nbsp;Azathoth, Desna, Ibra, Yaraesa<br /><strong>Associated Skills:</strong>&nbsp;Culture and Physical Science<br /><strong>Spells:</strong>&nbsp;1st&mdash;<a href="https://thehiddentruth.info/player/spells/?page=CharmPerson"><em>charm person</em></a>; 2nd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Augury"><em>augury</em></a>; 3rd&mdash;<a href="https://thehiddentruth.info/player/spells/?page=Clairaudience/Clairvoyance"><em>clairaudience/clairvoyance</em></a>; 4th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=CosmicEddy"><em>cosmic eddy</em></a>; 5th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=SynapticPulse"><em>synaptic pulse</em></a>; 6th&mdash;<a href="https://thehiddentruth.info/player/spells/?page=EnshriningRefuge"><em>enshrining refuge</em></a></p>
168	26	Mindbreaker	1	<p>You use your raw will and understanding of the mind&rsquo;s structure to crush and demoralize your enemies. You might be a special ops assassin, a psychic interrogator, or a righteous military crusader breaking the enemy&rsquo;s spirit on the battlefield.</p><p><strong>Associated Deities:</strong>&nbsp;Besmara, Damoritosh, The Devourer, Iomedae, Urgathoa, Zon-Kuthon<br /><strong>Associated Skills:</strong>&nbsp;Bluff and Intimidate<br /><strong>Spells:</strong>&nbsp;1st&mdash;6th&nbsp;<em><a href="https://thehiddentruth.info/player/spells/?page=MindThrust">mind thrust</a></em>; replaced by 1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=ConfusionLesser">lesser confusion</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=InflictPain">inflict pain</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=SynapticPulse">synaptic pulse</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Confusion">confusion</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Feeblemind">feeblemind</a></em></p>
169	26	Overlord	1	<p>You realize that not all connections are symmetrical, and seek to be the dominant force in any situation. You aren&rsquo;t necessarily evil; perhaps you consider yourself a benevolent philosopher-monarch who takes control for the good of your charges. You might also be a cult leader, a criminal mastermind, or a hypnotist.</p><p><strong>Associated Deities:</strong>&nbsp;Abadar, Besmara, Damoritosh, Lao Shu Po, Zon-Kuthon<br /><strong>Associated Skills:</strong>&nbsp;Diplomacy and Intimidate<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Command">command</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=HoldPerson">hold person</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Suggestion">suggestion</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Confusion">confusion</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=DominatePerson">dominate person</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=SuggestionMass">mass suggestion</a></em></p>
170	26	Star Shaman	1	<p>Your connection channels the energy of the cosmos, its celestial bodies, and the dark voids between them. You might be a brilliant astronomer, a daredevil starpilot, a Drift explorer, a prophetic astrologer, or a would-be transhuman godling.</p><p><strong>Associated Deities:</strong>&nbsp;Desna, The Devourer, Ibra, Nyarlathotep, Sarenrae, Triune<br /><strong>Associated Skills:</strong>&nbsp;Perception and Piloting<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em>shooting stars</em>&nbsp;(as&nbsp;<em><a href="https://thehiddentruth.info/player/spells/?page=MagicMissile">magic missile</a></em>), 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Darkvision">darkvision</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Irradiate">irradiate</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=RemoveRadioactivity">remove radioactivity</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Telekinesis">telekinesis</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=ControlGravity">control gravity</a></em></p><p>&nbsp;</p>
