id	classes_id	name	level	description	alternate	source	source_page
58	5	Flashing Strikes (EX)	7	<p>Your mastery of melee combat allows you to make multiple attacks more accurately. When making a full attack entirely with melee weapons, you take a &ndash;3 penalty to each attack roll instead of the normal &ndash;4 penalty.</p>	0	CRB	103
59	5	Zenith Revalations	9	<p>At 9th level and again at 17th level, you gain two powerful stellar revelations. Choose two revelations from the zenith revelations list: one graviton revelation and one photon revelation. The list of zenith revelations begins on page 107.<br />Zenith revelations are powerful stellar revelations that require you to be fully attuned in a stellar mode. After using a zenith revelation, your stellar mode immediately becomes unattuned.</p>	0	CRB	103
60	5	Solarian's Onslaught (EX)	13	<p>When making a full attack, you can make up to three attacks instead of two attacks. You take a &ndash;6 penalty to these attacks instead of a &ndash;4 penalty. If you have the flashing strikes class feature, you instead take a &ndash;5 penalty to these attacks as long as they are all melee attacks.</p>	0	CRB	103
61	5	Stellar Paragon (SU)	20	<p>You are the spiritual kin of the stars themselves. As a move action, you can raise or lower light levels within 30 feet of yourself by one step. When you enter a stellar mode, you gain 2 attunement points of the corresponding type immediately and are considered attuned, and when you keep your current stellar mode at the start of your turn, you can gain 2 attunement points instead of 1, allowing you to become fully attuned after 2 rounds.<br />In addition, you can spend 1 Resolve Point to gain enough attunement points to be fully attuned on the first round of combat (but not after using a zenith revelation), or spend 1 Resolve Point at the start of your turn in combat to exchange all of your attunement points in one stellar mode for an equal number of attunement points in the other mode. For example, you can switch from being fully attuned in graviton mode to being fully attuned in photon mode.</p>	0	CRB	103
62	6	Primary Fighting Style	1	<p>You have a preferred fighting style that represents the type of soldier you are. Each fighting style is composed of various style techniques that you learn as you gain experience. You must pick one fighting style upon taking your first soldier level, and once made, this choice cannot be changed. Descriptions of the fighting styles you can choose from appear on pages 112-115.</p>	0	CRB	111
63	6	Primary Style Technique	1	<p>At 1st level and every 4 levels thereafter, you gain a style technique unique to your primary fighting style.</p>	0	CRB	111
64	6	Combat Feat	2	<p>At 2nd level and every 2 levels thereafter, you gain a bonus feat in addition to those gained from normal advancement. These bonus feats must be selected from those listed as combat feats.<br />Whenever you gain a new bonus feat, you can also choose to replace one of the bonus feats you have already learned with a different bonus feat. The feat you replace can&rsquo;t be one that was used as a prerequisite for another feat or other ability. You can change only one feat at any given level, and you must choose whether or not to swap the feat at the time you gain the new bonus feat.</p>	0	CRB	111
65	6	Gear Boost	3	<p>At 3rd level and every 4 levels thereafter, you learn a trick called a gear boost that make you better with a particular type of weapon or armor. Choose from the gear boosts listed below. Some gear boosts require you to reach a certain soldier level to select them; this level is indicated in parentheses after the boost&rsquo;s name.</p>	0	CRB	111
66	6	Weapon Specialization (EX)	3	<p>You gain Weapon Specialization as a bonus feat for each weapon type this class grants you proficiency with.</p>	0	CRB	112
67	6	Secondary Fighting Style	9	<p>You choose another fighting style. Once you choose this second style, it cannot be changed.</p>	0	CRB	112
68	6	Secondary Style Technique	9	<p>At 9th level and every 4 levels thereafter, you gain a style technique unique to your secondary fighting style. For the purposes of these style techniques, treat your soldier level as equal to your soldier level &ndash; 8.</p>	0	CRB	112
69	6	Soldier's Onslaught (EX)	11	<p>When you make a full attack, you can make up to three attacks instead of two attacks. You take a &ndash;6 penalty to these attacks instead of a &ndash;4 penalty.</p>	0	CRB	112
70	6	Kill Shot (EX)	20	<p>As a standard action, you can make a single attack against an enemy. If the attack hits and does not kill your enemy, you can expend 1 Resolve Point to force the creature to succeed at a Fortitude save or die. Once you&rsquo;ve used this ability on a creature (regardless of whether or not you forced it to attempt a Fortitude save), that creature is immune to your kill shot for 24 hours.</p>	0	CRB	112
71	7	Spell Cache (SU)	1	<p>As the culmination of your early study of the fundamental forces of the galaxy, you have created a spell cache that allows you to store and access spells. Your spell cache could be a device such as a handheld computer or technological implant; an item such as a ring or staff; or a symbol such as a brand, tattoo, or other permanent modification to your body. While you don&rsquo;t need your spell cache to cast your spells, once per day, you can activate your spell cache to cast any one spell you know and are capable of casting, even if you&rsquo;ve expended all your spell slots for that spell&rsquo;s level.<br />If your spell cache is damaged, it is restored to full Hit Points the next time you prepare spells. If the spell cache is lost or destroyed, you can replace it after 1 week with a special ritual that takes 8 hours to complete.</p>	0	CRB	119
72	7	Magic Hack	2	<p>You have carefully studied the forces that define magic and can manipulate them. You learn your first magic hack at 2nd level, and you learn an additional magic hack every 3 levels thereafter. When casting a spell, you can apply no more than one magic hack that affects the attributes of a spell (such as distant spell or extended spell). If a magic hack allows a saving throw to resist its effects, the DC is equal to 10 + half your technomancer level + your Intelligence modifier. The list of magic hacks appears starting on page 120.</p>	0	CRB	119
73	7	Spell Focus	3	<p>You gain Spell Focus as a bonus feat.</p>	0	CRB	120
74	7	TechLore (EX)	3	<p>You rewire your mind to give you greater insight into the nature of magic and technology. You gain a +1 insight bonus to Computers and Mysticism checks. This bonus increases by 1 at 6th level and every 3 levels thereafter.</p>	0	CRB	120
75	7	Weapon Specialization (EX)	3	<p>You gain the Weapon Specialization feat as a bonus feat for each weapon type this class grants you proficiency with.</p>	0	CRB	120
76	7	Cache Capacitor (SU)	6	<p>You expand your spell cache into a cache capacitor. As part of regaining your spells each day, you can cast a single spell into your spell cache and have it affect you continuously for 24 hours. The cache capacitor can hold any of the following spells: detect radiation, disguise self, keen senses, or unseen servant. You must know a spell to store it in your cache capacitor. When you cast the spell into your cache capacitor, you expend the spell slot normally and make any decisions required for that spell, but the duration doesn&rsquo;t expire for 24 hours. If the spell in your cache capacitor is dispelled or dismissed, you can spend 5 minutes of uninterrupted concentration to reestablish it, keeping the same decisions you made when you cast it, and gaining whatever duration the spell had remaining. You can&rsquo;t exchange the stored spell for another spell until you again regains your spells.<br />At 12th level, your cache capacitor gains a second slot that can hold darkvision, lesser resistant armor, life bubble, or spider climb.<br />At 18th level, your cache capacitor gains a third slot that can hold arcane sight, flight (spell level 3rd or lower), see invisibility, or tongues.</p>	0	CRB	120
77	7	Resolve Attunement (EX)	19	<p>You recover Resolve Points when you use powerful magic. Each time you cast a 6th-level spell, you regain 1 Resolve Point, up to your normal maximum. This applies only to spells you cast using your normal 6th-level spell slots, not to those you cast using magic items or other methods such as fuse spells.</p>	0	CRB	120
78	7	Fuse Spells (EX)	20	<p>You can combine lower-level spell slots to cast higher-level spells. As part of casting a spell, you can spend 1 Resolve Point to exchange a number of unused spell slots for a single spell slot of a higher level; this expends the lower-level spell slots. Add up the levels of the expended slots to determine which higher level of spell you can cast (maximum 6th). For instance, you could exchange three 1st-level slots to cast a 3rd-level spell, or you could exchange two 3rd-level slots to cast a 6th-level spell. If you combine spell slots to cast a 6th-level spell, it doesn&rsquo;t count as such for resolve attunement.<br />Furthermore, you can spend 2 Resolve Points to combine two 6th-level spell slots to cast wish.</p>	0	CRB	120
79	8	Custom Microlab (EX)	1	<p>You have created a small, customized kit consisting of medical supplies, testing materials, and pharmaceutical compounds, which you can use to evaluate medical conditions and perform several additional tasks described below. You can configure your custom microlab to take the shape of anything that can fit in your hand or similar appendage. Alternatively, you can add it to an armor upgrade slot or to an augmentation system in your brain or an arm; it never takes up an armor upgrade slot or occupies a system in your body, so you can still use that slot or system for an armor upgrade or augmentation as normal. You must have your custom microlab on your person to use it, but you can configure it so it doesn&rsquo;t need to be in your hand to function.<br />Your custom microlab counts as a basic medkit and a chemalyzer (Starfinder Armory 100) and can be used for any purposes applicable to those items. As long as you are in possession of your custom microlab, you can use Physical Science or Life Science instead of Mysticism to make serums, though these serums are not magic items, can be identified using Life Science or Physical Science rather than Mysticism, and do not require a detect magic spell to attempt such a check to identify. (For more about crafting serums, see page 235 of the Starfinder Core Rulebook.)<br />As long as you have your custom microlab, as a move action you can target a creature within your line of sight and within the microlab&rsquo;s range (60 feet at 1st level) and attempt a special skill check to identify it. If the creature is living, this is a Life Science check. If it is unliving, it&rsquo;s a Physical Science check. The DC of this check is determined by the creature&rsquo;s rarity, as presented on the Creature Rarity table on page 133 of the Core Rulebook. You can attempt this check untrained regardless of the DC, and you always treat your die roll result as a 20.<br />You can also attune your custom microlab to a number of individual creatures equal to 3 + your key ability modifier. This takes 10 minutes, which you can combine with the time needed to prepare your biohacks for the day, and the creatures must be present, willing, and able to cooperate with the scan. If you attune your microlab to creatures in excess of this number, the oldest attunements beyond your maximum number end. Otherwise, attunement lasts 24 hours, after which changes in environment and the target&rsquo;s condition require the microlab be re-attuned. Under some circumstances, you can deliver biohacks to attuned creatures using ranged injection weapons without making an attack roll.<br />At 5th level, your custom microlab can function as an advanced medkit. At 9th level, it functions as a medical lab (with no increase to its bulk), and its range increases to 90 feet. At 17th level, its range increases to 120 feet.<br />If your custom microlab is damaged, destroyed, lost, or stolen, you can kitbash a new one from any medkit or chemalyzer with 1 hour of work. You can have only one custom microlab at a time. If you create a new custom microlab, your old one functions as a normal item of whatever type you made it from.</p>	0	COM	41
80	8	Biohacks (EX)	1	<p>As part of your custom microlab, you keep a specialized micropharmacy of catalysts, nanites, and specialized chemicals, plus a small mixing apparatus and syringes. You can use these components to quickly fashion biohacks: specialized solutions that produce different effects. In living targets, your biohacks alter normal biological processes; in nonliving creatures, they emulate biochemistry via complex chemical compounds. You can use biohacks to boost your allies or inhibit your foes. Your biohacks produce their effects only when you inject a creature with them (see below), and only you know how to make and administer them properly&mdash;a biohack that leaves your possession becomes inert until you pick it up again.<br />You can deliver any biohack you create with any attack from an injection weapon. You must declare prior to the attack roll that you are using a biohack and specify which effect you are using, but you select and apply the biohack as part of the action used to make the attack. You do not need to preload your weapon with biohacks. If you are making a ranged attack and miss your target, the biohack is expended along with the attack&rsquo;s ammunition. A biohack delivered via a melee injection weapon is not normally expended on a missed attack. If you must attempt an attack roll with a biohack and your attack hits but deals no damage (normally as a result of damage reduction or an ability such as the vanguard&rsquo;s mitigate), the biohack is expended but the target is not affected by it. After a missed attack that does not expend the biohack, you can remove it or change which biohack you are using as part of your next attack without taking any additional action.<br />You can also deliver a biohack using a physical syringe (from your custom microlab) that you can wield in one hand. This is considered a consumable basic melee weapon with negligible bulk, 1 Hit Point, and an item level and hardness equal to your biohacker level. To inject an unwilling creature with a biohack in this manner, you must hit them with a melee attack. This attack deals no damage, but if the creature would be damaged by 1 point of piercing damage, that creature is instead affected by the biohack within the syringe.<br />A biohack can be injected into a willing or unconscious creature (or yourself) as a standard action without requiring an attack roll, as long as the target is within your reach. You can also use a ranged injection weapon to deliver a biohack to a willing ally you have attuned your custom microlab to as a standard action without making an attack roll, as long as they&rsquo;re within your custom microlab&rsquo;s range. Under any other circumstance, injecting a biohack into an ally at range requires a successful ranged attack roll.<br />The materials you use to create biohacks are inert until you activate them. Once activated, they can be used to create any biohacks you know. Each day after you have rested for 8 hours, you can spend 10 minutes to activate the ingredients to create a number of biohacks equal to 1 + your key ability score modifier. This is the maximum number of biohacks you can have ready at one time. This preparation activates only the ingredients; you don&rsquo;t need to decide which specific biohacks you&rsquo;re creating until the actual actions or attacks used to deliver them. Activated biohack materials that aren&rsquo;t used that day become inert, even if they&rsquo;re still in your possession. You can readily replenish these inert reagents on a regular basis at no cost, unless the GM states otherwise. Whenever you take a 10-minute rest to recover Stamina Points, you can also prepare additional activated biohack ingredients to replace those you have used, up to your maximum.<br />Biohacks come in two varieties: boosters and inhibitors. At 1st level, you know the basic boosters and inhibitors listed below, the minor boosters and inhibitors that follow, and the unique booster and inhibitor granted by your primary field of study. As you increase in level, you can also devise theorems to learn special biohacks, in addition to gaining biohacks from a secondary and a tertiary field of study. Additionally, most fields of study eventually provide you with breakthroughs: special biohacks described in their entries.</p>	0	COM	41
81	8	Injection Expert (EX)	1	<p>You are proficient with weapons with the injection weapon special property, as long as the weapon has not gained that weapon special property through a weapon fusion, spell, class feature, or similar ability or effect. At 2nd level, you gain a +1 bonus to attack rolls with these weapons. At 9th level, that bonus increases to +2, and at 18th level it increases to +3.<br />When you hit an ally with such a weapon, you can avoid dealing damage to that ally, while still affecting the ally with the biohack booster or inhibitor, drug, medicinal compound, poison, serum, or other substance that was loaded into the injection weapon. When you fire a weapon with the injection special property and you have multiple types of ammunition loaded into the weapon, you choose which type of ammunition you fire when you attempt the attack.</p>	0	COM	43
82	8	Primary Field of Study	1	<p>Your primary field of study represents your scientific specialty. Choose your primary field of study upon taking your first level in biohacker—once made, this choice cannot be changed. A field of study grants you a unique booster and inhibitor, many of which work only on living creatures (not objects or creatures with the unliving universal creature rule) and have special properties and descriptors explained in their entries. At 5th level, you gain the breakthrough for your field of study.</p>	0	COM	43
83	8	Scientific Method (EX)	1	<p>You have an innate mental gift, and a special way of approaching problems that lets you surpass normal researchers and scholars. If your key ability score is Intelligence, you have a studious mind. If your key ability score is Wisdom, you have an instinctive mind. Your scientific method affects your spark of ingenuity class feature (see below), and may impact how some other class features function, as noted in those abilities.</p>	0	COM	43
84	8	Theorem (EX)	2	<p>As you gain experience, you devise theories about the way the universe works. Some theorems you can apply to yourself, altering your physiological structure to gain specific benefits, while others require the use of your custom microlab or other equipment or add additional options for your biohacks.<br /> You learn your first theorem at 2nd level, and you gain an additional theorem every 2 levels thereafter. If a theorem allows an opponent a saving throw to resist its effects, the DC is equal to 10 + half your biohacker level + your key ability score modifier. If a theorem requires an opponent to attempt a skill check, the DC is equal to 10 + 1-1/2 &times; your biohacker level + your key ability score modifier. Unless otherwise specified, you can&rsquo;t learn a theorem more than once. Once you learn a theorem, that choice cannot be changed.</p>	0	COM	43
85	8	Spark of Ingenuity (EX)	3	<p>Possible permutations and offshoots of your formulas constantly run through your mind. Once per day, you can alter one of your biohacks to work in a different way, determined by your scientific method. You can do this one additional time per day at 9th level and at 15th level.<br />If you are a studious biohacker, you can expend two uses of your biohack ability to combine the effect of two basic or minor biohacks (or one of each) into a single effect. This takes no additional time and allows a creature to be under the effects of two different basic or minor booster or inhibitor biohacks simultaneously. If the two effects have different durations, each effect ends after its normal time limit, though any with a duration measured in rounds last 1 round longer than normal.<br />If you are an instinctive biohacker, when using a booster biohack, you can remove one of the following conditions, in addition to the booster&rsquo;s normal effects: dazzled, fascinated, or shaken. If you are at least 9th level, you can instead add the off-target condition as one of the effects imposed by any of your inhibitors, or you can remove any one of the following conditions with any of your boosters: dazzled, deafened, fascinated, fatigued, off‑target, shaken, or sickened. Alternatively, you can add the dazzled condition to the effects imposed by any of your inhibitor biohacks. This effect lasts the length of the inhibitor&rsquo;s duration.</p>	0	COM	43
86	8	Weapon Specialization (EX)	3	<p>You gain the Weapon Specialization feat as a bonus feat for each weapon type this class grants you proficiency with. For weapons you have gained proficiency with only through the injection expert class feature (page 43), rather than the normal Weapon Specialization benefit, you instead add half your character level to damage you deal with those weapons.</p>	0	COM	44
87	8	Second Field of Study	7	<p>You choose a secondary field of study, which must be different from your primary field of study. Once made, this choice cannot be changed. You gain the unique booster and inhibitor biohacks for that field of study. At 11th level, you gain the breakthrough for your secondary field of study. When discussing your eduction, your secondary field of study is often referred to as your &ldquo;minor.&rdquo;</p>	0	COM	44
88	8	Tertiary Field of Study (EX)	13	<p>You choose a third field of study, which must be different from your primary and secondary fields of study. Once made, this choice cannot be changed. You gain the unique booster and inhibitor biohacks for that field of study. At 17th level, you gain the breakthrough for your tertiary field of study.</p>	0	COM	44
89	8	Resolve Analysis (EX)	19	<p>Whenever you use your spark of ingenuity class feature, you regain 1 Resolve Point, up to your normal maximum.</p>	0	COM	44
90	8	Superserum (SU)	20	<p>At 20th level, you have developed the formula for a superserum that can create powerful changes in a target. You can create two superserums per day. Your superserums are a special type of biohack, and you prepare them as part of the 10 minutes required to create your normal biohacks for the day. Your superserum produces one of the following effects; as with all biohacks, you decide on this effect as part of the attack or action you take to inject a creature with the biohack.</p><ul><li>Grant major healing or bring a dead creature back to life. This functions as if you had cast raise dead or regenerate on the target, using your class level as the caster level.</li><li>Scramble the physiological makeup of the target, causing massive internal damage. The target takes 17d10 points of damage and is exhausted and stunned for 1 round. If the target succeeds at a Fortitude saving throw (DC = 10 + half your biohacker level + your key ability score modifier), the damage is halved, and the target is instead only fatigued for 1 round.</li><li>Relieve the target of debilitating conditions. Choose one set of ability scores: mental (Intelligence, Wisdom, and Charisma) or physical (Strength, Dexterity, and Constitution). The target is healed of all ability damage to the chosen set of ability scores, and all ability drain from these ability scores is removed. Regardless of which set of scores you choose, the superserum also eliminates any ongoing confusion, fear, and insanity effects; any mental afflictions that could be removed with dispel magic; and any diseases that use the mental disease track. It removes any effects magically altering the target&rsquo;s memory&mdash;even instantaneous effects&mdash; and can restore the target&rsquo;s memory to perfect clarity.</li></ul>	0	COM	44
91	9	Entropic Pool (SU)	1	<p>You have the supernatural ability to control matter as it changes states, allowing you to arrest, accelerate, or even reverse the typical course of events. This energy takes the form of a pool of Entropy Points (EP). You can have a maximum number of EP in your entropic pool equal to your Constitution modifier.<br />You can gain Entropy Points only when involved in a combat encounter that includes a significant enemy (Starfinder Core Rulebook 242). When combat begins, you gain 1 Entropy Point at the beginning of your first action; at the end of combat, you lose any Entropy Points you have remaining. In addition to methods granted by vanguard aspects, you can gain Entropy Points in the followings ways.</p><ul><li>While you have no Entropy Points, you can spend 1 Resolve Point as a move action to gain 1 EP (2 EP at 10th level).</li><li>Each time you take damage equal to or greater than twice your character level from a single attack or effect (after applying any ability to reduce that damage, such as DR, energy resistance, or the mitigate class feature), you gain 1 EP.</li><li>If you take damage from a critical hit, you gain 1 EP, in addition to any you gain from the attack&rsquo;s normal damage.</li><li>If you score a critical hit on a significant enemy, you gain 1 EP.</li><li>If you take a full action to charge, you gain 1 EP.</li><li>If you take two move actions on the same turn to move your speed each time, you gain 1 EP.</li><li>As a move action, you can designate a willing adjacent ally as an entropic focus. They remain an entropic focus until the beginning of your next turn, unless they cease to be adjacent to you or you designate a new entropic focus (both of which end this effect). If your entropic focus takes damage equal to or greater than twice your character level from a single attack or effect (after applying any ability to reduce that damage, such as DR, energy resistance, or the mitigate class feature), you gain 1 EP. If you are at least 6th level, you can expend a Resolve Point to designate an adjacent, willing ally as your entropic focus as a reaction when they take damage (and gain EP from damage they take from the triggering attack, if appropriate).</li></ul><p>Entropy Points can be expended in various ways, some of which you gain through vanguard aspects and disciplines. As long as you have at least 1 Entropy Point in your entropic pool, you gain a +1 enhancement bonus to your Armor Class.</p><ul><li>As part of a full action to charge or a move action to move your speed, you can expend 1 EP to gain a +10-foot enhancement bonus to your speed (normally land speed, but you can apply it to the speed for any movement type you have).</li><li>As a move action, you can expend EP to boost the damage of the next entropic strike attack you make before the start of your next turn. You must decide how many EP to expend when you take this move action, and you can&rsquo;t expend more EP than your level. If the boosted entropic strike hits, you deal +1d4 damage for every EP expended.</li></ul>	0	COM	51
92	9	Entropic Strike (SU)	1	<p>You can focus the power of entropy into a forceful attack. Though you must touch your target to damage it, the damage is not from the impact but from focused waves of entropic energy that unbind and dissolve your target, crush it, or both. Your entropic strike is a magical one-handed advanced melee weapon with the operative weapon special property that targets EAC (even when dealing bludgeoning damage). You can make this attack with nearly any body part and do not need a hand free to use this ability. Using your entropic strike does not require any additional action to use beyond the action you take to make an attack (for example, it can be used to make an attack of opportunity.) For any calculation that requires the item level of your entropic strike, treat your vanguard level as your entropic strike&rsquo;s item level.<br />You can also deliver an entropic strike with any melee weapon, or any shield that allows you to make unarmed attacks (replacing the normal attack with your entropic strike). The attack&rsquo;s damage is equal to the entropic strike damage of a vanguard of either your class level or a class level equal to the weapon&rsquo;s item level, whichever is lower. When you use this option, your entropic strike is considered to be made of whatever material the weapon or shield is made of (such as for the purposes of bypassing DR or creature weaknesses). Additionally, you can apply any weapon special property, critical hit effect, or weapon fusion the melee weapon or shield has to your entropic strike as long as the effect can be applied to a one-handed advanced melee weapon that deals acid or bludgeoning damage, doesn&rsquo;t use additional ammunition or charges, and doesn&rsquo;t require information beyond that specified for your entropic strike to function. If the weapon special property, critical hit effect, or weapon fusion requires information provided for your weapon (such as the amount of a bleed critical hit effect), use the value for the weapon you are gaining the effect from.<br />At 1st level, your entropic strike deals damage equal to 1d3 + your Constitution modifier, but you do not add your Strength modifier (unlike most melee attacks). For each attack, you can deal acid damage, bludgeoning damage, or both. This damage increases as you gain levels (see Table 2&ndash;2: Vanguard). At 10th level, you also add your Strength modifier to the damage of your entropic strike. At 5th level, when you use any combat maneuver for which you have Improved Combat Maneuver, you can target a foe&rsquo;s EAC + 8 (rather than KAC + 8) to determine success, and you also determine the level of success (such as how far you push a foe with a successful bull rush) using EAC.</p>	0	COM	51
93	9	First Vanguard Aspect 	1	<p>You have focused on one specific aspect of how entropy interacts with the universe, building a philosophy that goes far beyond mere physics. This aspect grants you an expanded command of the universe around you and teaches you important insights about matters that most people never connect to entropy.<br />You select one vanguard aspect when you take your first level of vanguard. Once made, this choice can’t be changed. Descriptions of the aspects you can choose from appear on pages 53–55. If an aspect ability allows a target to attempt a saving throw to resist its effects (including spell-like abilities), the DC is equal to 10 + half your vanguard level + your Constitution modifier unless stated otherwise.</p>	0	COM	52
94	9	Mitigate (EX)	2	<p>You can control how you are affected by damage or effects that alter damage. As a reaction when you take damage, you can spend 1 Entropy Point to reduce the damage you take by an amount equal to your vanguard level (to a minimum of 0 damage). If you do, you can&rsquo;t gain any Entropy Points from that attack.<br />Additionally, as a swift action, you can remove any DR or energy resistance you have, or the AC benefit of any ability or spell that increases your AC. If the effect granting DR or energy resistance has a duration, this ends the effect entirely for you. If you end an AC benefit, that AC benefit is ended for the duration of the effect. If the ability does not normally have a duration, you suspend the listed benefits until the beginning of your next turn. Additionally, whenever you first come under the effect of an ability or spell that grants you DR, energy resistance, or a bonus to AC, you can waive that benefit of the effect.</p>	0	COM	52
95	9	Vanguard Discipline	2	<p>Your close attention to the multivariate interactions between countless systems of order and disorder, combined with your study of advanced combat techniques, allows you to manipulate reality in devastating ways known as disciplines. You learn your first vanguard discipline at 2nd level and an additional discipline every 2 levels thereafter. The list of vanguard disciplines appears on pages 55–57. Unless otherwise specified, you can’t select the same discipline more than once. If a vanguard discipline allows a saving throw to resist its effects, the DC is equal to 10 + half your vanguard level + your Constitution modifier.</p>	0	COM	52
96	9	Reactive (EX)	3	<p>Once per day, you can take an additional reaction during a single round, though you can still take only one reaction per triggering event. You can take a reaction before the first time you act in a combat, but not in a surprise round in which you are unable to act.<br />At 9th level and again at 15th level, you can use this ability one additional time per day, though you can never use this ability to take more than two reactions in a round or one per triggering event.</p>	0	COM	52
97	9	Weapon Specialization (EX)	3	<p>You gain the Weapon Specialization feat as a bonus feat for each weapon type with which this class grants you proficiency. You also gain a special form of weapon specialization for your entropic strike, allowing you to add a bonus to your damage equal to your vanguard class level plus half of any other class levels you have.</p>	0	COM	53
98	9	Entropic Attunement (SU)	5	<p>As you learn to exert finer control over your entropic strike, you can enhance it to devastating effect. The saving throw DC for any of these effects that allow a saving throw is equal to 10 + half your vanguard level + your Constitution modifier.<br />At 5th level, choose one of the following weapon special properties: breach, bright, feint, force, or penetrating. Once made, this choice can be changed only when you gain a new vanguard level. As long as you have at least 1 Entropy Point, your entropic strike has the chosen special property.<br />At 7th level, choose one of the following critical hit effects: corrode (1d8 for every 3 vanguard levels you have), knockdown, or staggered. Once made, this choice can be changed only when you gain a new vanguard level. Your entropic strike gains this critical hit effect as long as you have at least 1 Entropy Point. If your entropic strike has another critical hit effect, when you score a critical hit, you can choose either the entropic attunement critical hit effect or the other critical hit effect. Alternatively, you can expend 1 Entropy Point to apply both critical hit effects.<br />At 10th level, you can extend your field of entropy far enough that your entropic strike gains the reach weapon special property. The reach granted by this property increases by an additional 5 feet at 13th level, 16th level, and 19th level.<br />At 13th level, just before making an attack, you can spend 2 Entropy Points to grant your next attack the blast weapon special property with a range of 20 feet. At 16th level, this range increases to 30 feet, and at 19th level, it increases to 60 feet.<br />At 16th level, as a standard action you can use your entropic strike to strike the ground or clap your hands together to deal damage in a radius. Make a single melee attack roll and compare the result to the EAC of creatures and objects within 20 feet (other than yourself). You damage each creature and object with an EAC equal to or lower than the attack result. You can expend 1 EP to exclude a number of targets equal to your Constitution modifier (minimum 1).<br />At 19th level, as long as you have 1 Entropy Point, your entropic strike gains a second weapon special property, selected from those listed at 5th level. When you score a critical hit with your entropic strike, you can apply either the severe wound critical hit effect or any one of the critical hit effects listed at 7th level.</p>	0	COM	53
99	9	Uncanny Agility (EX)	7	<p>You are immune to the flat-footed condition, and your opponent doesn&rsquo;t gain any bonuses to attack rolls against you from flanking you or attacking you when you&rsquo;re prone. Furthermore, covering fire and harrying fire don&rsquo;t provide any advantage against you.</p>	0	COM	53
100	9	Second Vanguard Aspect	8	<p>Your understanding of the many ways entropy can control the physical world expands. Select a second vanguard aspect, which must be different from your first vanguard aspect. Once made, this choice cannot be changed.</p>	0	COM	53
101	9	Flashing Strikes (EX)	11	<p>Your mastery of melee combat allows you to make multiple attacks more accurately. When making a full attack entirely with melee attacks, you take a &ndash;3 penalty instead of the normal &ndash;4 penalty.</p>	0	COM	53
102	9	Uncanny Speed (EX)	15	<p>When making a full attack, you can also take a separate move action to move. The movement can occur before, after, or between the attacks from the full attack. All the movement must occur at the same time. This is a haste effect.</p>	0	COM	53
103	9	Agent of Change (SU)	19	<p>You begin each combat encounter with 3 Entropy Points.</p>	0	COM	53
104	9	Invulnerability (SU)	20	<p>Once per day as a reaction, you become immune to all weapon special properties that impose penalties on you or that grant an attacker bonuses against you, as well as all combat maneuvers, conditions, critical hits, and critical hit effects, and you can take three reactions each round. These benefits last for 1 minute.<br /></p>	0	COM	53
105	10	Spells	1	<p>You cast spells drawn from the witchwarper spell list. To learn or cast a spell, you must have a Charisma score equal to at least 10 + the spell&rsquo;s level. The Difficulty Class for a saving throw against your spell is 10 + the spell&rsquo;s level + your Charisma modifier.<br />You can cast only a certain number of spells of each spell level per day. Your number of spells per day is given on Table 2&ndash;3: Witchwarper. In addition, you receive bonus spells per day if you have a Charisma modifier of +1 or higher, as shown on Table 2&ndash;4: Witchwarper Bonus Spells&mdash;note that you receive these bonus spells only once you can cast spells of that level normally. You can also cast 0-level spells&mdash;these spells are cast like any other spell, but there is no limit to how many 0-level spells you can cast each day.<br />Your selection of spells is limited. You begin play knowing four 0-level spells and two 1st-level spells of your choice. At each new witchwarper level, you learn one or more new spells, as indicated on Table 2&ndash;5: Witchwarper Spells Known. Unlike your spells per day, the number of spells you know isn&rsquo;t affected by your Charisma modifier.<br />Every time you gain a new level, you can swap out one spell you already know and learn a single new spell of the same level in its place. In effect, you lose the old spell in exchange for the new one. You must choose whether or not to swap a spell at the same time you gain new spells known for the level.<br />You can cast any witchwarper spell you know at any time, assuming you have not yet used up your allotment of spells per day for the spell&rsquo;s level. You can also cast a spell using a higherlevel spell slot. For instance, if you want to cast a 1st-level spell but have used up all your 1st-level spells for the day, you can use a 2nd-level spell slot instead, if you have one.<br />You can also decipher magical inscriptions that would otherwise be unintelligible or, as a full action, identify any spells encoded in a spell gem. This does not normally invoke the magic contained within, although it may do so in the case of a cursed or trapped spell gem.</p>	0	COM	61
